,0,1,2,3,4,5,6,7,8
1348,ELMO2,GPATCH2L,DHX33,NA,TMEM68,NA,PLK3,MVP,COMMD3
1349,CRYL1,SFR1,PM20D2,NA,VEGFB,NA,NCS1,CISD3,NA
1350,ITPRIPL1,KIF1C,PSTK,NA,ID3,NA,NA,POLA2,NA
1351,APBB1,RMND1,SRPRA,NA,MTIF2,NA,EMC6,DOCK11,NA
1352,FLI1,RAC2,GPC2,APOL2,HHLA3,GMFG,FBL,ZNF791,SMAD5
1353,TMPRSS3,MCEE,EIF3J,NA,FO704657.1,NA,PLPBP,ANKRD39,NA
1354,ARL4A,GTF3C1,GRK4,NA,EIF3E,NA,NA,LRRC8A,NA
1355,BTN2A1,NFYB,MRPS25,NA,MRPL14,NA,NPM1,RMDN2,NA
1356,REX1BD,COPS6,BEND3,NA,FAHD1,SNHG9,PELP1,ANO9,ARF5
1357,WHAMM,RANGAP1,ECHS1,NA,FITM2,SNHG12,PPRC1,PFKFB3,PLEK
1358,TMOD2,JAK1,LRRC14,FAM111A,ERVMER61-1,PGLS,TBC1D7,ARHGAP4,CKS1B
1359,RRAGC,AC017002.3,ELP5,NA,RWDD1,C9orf16,MRPL27,USF1,A2M-AS1
1360,PPM1M,POLE4,EZH2,HSDL2,BCL9,CETN3,AP001057.1,NDE1,PTPRA
1361,AKTIP,PCED1A,CCNB1IP1,NA,DIABLO,AUH,POLR2E,AC113615.2,CCDC167
1362,KDM4C,ARID5A,NEU3,NA,UBE2E1,KDM5D,DBR1,XYLT1,ALDH4A1
1363,H2AFJ,TTC39B,CNIH4,AC092287.1,PRSS21,CLNS1A,WRN,PLCB2,VPS28
1364,AP1S2,DNAJC10,ZNF354A,NA,CUL1,ENOSF1,UQCRC2,SMC3,NUCKS1
1365,LYPD5,ANKHD1,MRPS12,NA,CBX3,NA,NDUFA10,UBE2D3-AS1,NA
1366,COMMD4,CBR1,METTL16,NA,CENPQ,VPS51,C8orf33,GUK1,LINC01505
1367,PLEKHF2,MOB1A,FUBP1,NA,ZNF790-AS1,PYCR1,U2AF1L4,LINC01138,BLOC1S2
1368,TACC1,LAMP1,FARP2,AFDN,MIR31HG,BTBD11,SNAPC4,SMURF2,NFATC3
1369,SMOX,TMC6,CIAO2B,NA,AC010618.3,NA,TBL2,PHTF1,NA
1370,ADD1,MICU2,ADCK1,NA,RPS14,RPL29,CEBPG,COMMD9,RBM27
1371,AL513303.1,TNFRSF13B,BAG4,TRPC1,SKIV2L,MRPL21,MPP6,CYB5R3,HAVCR2
1372,MARCH9,ELOVL5,AMPD2,NA,MTA3,NA,MFSD12,INO80E,FADS2
1373,TMEM14C,ANKS1A,ATAD3B,NA,CHCHD10,NA,POLD2,SEPTIN1,NA
1374,AC022916.1,SNX4,EEF1AKMT4,ZNF33B,SERPINB6,AC055839.2,MRPL46,ZMIZ1,LINC00158
1375,SERINC1,AAMDC,BCKDK,NA,DHCR7,MCRIP1,HSPD1,RLIM,SNRPF
1376,AC245014.3,LSP1,DNAJC3,SP110,C9orf16,DGCR6L,SUCLG1,PRDX2,UHRF1BP1L
1377,STAT4,PLCG2,DDX39B,NA,FTSJ3,NA,HK2,AKTIP,NA
1378,CBL,ERP27,XPNPEP3,MICU3,ZNF367,CCR7,JAZF1,SRXN1,TCP11L1
1379,RAB2A,SNHG32,SDC4,NA,TNS4,NA,RP9,CASP1,NA
1380,JKAMP,CPNE8,ZNF525,NA,ETFRF1,NA,PDE4A,POLE,HLA-DRB1
1381,ATP8B2,KIF2C,FBXO27,NA,SLC45A1,NA,MSMO1,AC006299.1,NA
1382,MMP25,CXorf38,ITPRIPL2,NA,ACVR1B,NA,NA,PKM,NA
1383,ZBTB7A,APLP2,MRM3,NA,TOMM34,NA,NA,SLK,NA
1384,PSMB2,RBBP4,USP2-AS1,NA,TRA2B,NA,ISOC2,PDE4D,NA
1385,C6orf47,UGCG,SEL1L,RPLP1,TMEM231,MEA1,DHX9,TPRA1,ZNF345
1386,CSNK1G2,SMARCA5,SLC27A4,NA,PRUNE1,NA,NA,LRP8,NA
1387,H1FX,TRABD,NUP107,RPS27A,ZNF668,AC064807.1,SOX4,SCP2,RHOA
1388,OR4D1,ZBED5-AS1,FBXO28,RPL38,SLC2A13,AP002360.1,GGA2,ABCD3,LNPK
1389,ERP29,PRCP,UTP6,NA,KLHDC4,NA,TRABD,COMTD1,CX3CR1
1390,B3GNT9,DHX38,RPS6KL1,NA,GLA,NA,FAM98B,TFAP2E,KLRD1
1391,ABHD17A,CMTM6,ELP2,DHTKD1,AVPI1,C15orf41,VBP1,POP7,AC098487.1
1392,TRAPPC6A,C6orf47,MRRF,NA,GAL,NA,PSMD12,SMCO4,NA
1393,COPA,APH1A,HMGN5,PDE4B,SMG9,SFXN4,IKBIP,SCML4,SPIDR
1394,MPC2,ILKAP,AC092645.2,NPHP3,DHX16,MAGOHB,NELFA,NEMP1,SMIM12
1395,DCK,LINC01260,METTL1,NA,SFXN1,NA,COMMD1,CALHM2,NA
1396,IL17RA,CDK5,AC020743.2,PARP11,LINC02709,MT-ATP8,PPM1A,GDAP1,TMEM134
1397,AC022217.3,JADE1,SHQ1,NA,COPS3,NA,WDR46,OXNAD1,NA
1398,PRR29,ARL14EP,C1orf122,B3GALT4,SCYL1,ACY1,TDG,RMRP,TAOK3
1399,BNIP2,FAM217B,FASN,NA,MEA1,NA,TKT,PGD,NA
1400,SLF1,YY1,SF3B6,IL15,AC107027.3,MTRES1,CDC16,BUD13,ORMDL1
1401,SURF4,CEP350,DNM1L,SECTM1,RTN4IP1,GIGYF1,EI24,NFKBIZ,LINC00944
1402,ZDHHC12,PHF7,NAA10,PPP1R15A,SMPD2,ZNF576,TARDBP,MUC1,TSPAN3
1403,PDE4DIP,USP15,APTX,NA,MTAP,NA,PAXBP1,ARF3,C5orf51
1404,VPS26C,VPS4A,HSPA14.1,UBD,PKD1,THNSL1,TNPO1,FERMT2,ATAD5
1405,DLGAP1-AS1,CD3D,ID2,NA,KAT8,NA,ASXL1,PBX4,NA
1406,PLD1,PLPBP,COPRS,NA,MCFD2,NA,PRKRA,TRIM45,NA
1407,TESPA1,WDR59,MFSD2A,NA,DAP3,NA,BRIX1,CDC45,NA
1408,GPR18,MMEL1,MRPL4,NA,MARS,NA,PRPS1,MIS12,NA
1409,REEP3,CSGALNACT1,LINGO1,ELOVL4,ATP6V1E2,GTF2I,SLIRP,GALK2,MTFR2
1410,KIAA1109,ZNF736,MCM3AP-AS1,DDHD1,BRF1,AMDHD1,RPGRIP1L,ARL8B,RDH10
1411,LZTS1,ELK4,HSF1,NA,SMIM15,PAGR1,CD3EAP,GTPBP1,TESC
1412,CYSLTR2,RNF125,RACK1,NA,POLDIP2,NA,TXNDC17,MAP3K5,NA
1413,IL9R,REXO1,CALU,NA,GIHCG,NA,NLN,ARL3,PRDM5
1414,FIBP,SELENOW,ATF4,NA,DBT,TACC3,TUBB4B,AL121603.2,MEA1
1415,ZZEF1,CCDC32,PHLDB2,OAS3,ZNF582-AS1,HYI,FASTKD2,IAH1,BUD31
1416,CTSA,RNGTT,PSMG1,NA,ZACN,NA,RRP12,HSP90AA1,NA
1417,HELZ,HSH2D,C1orf198,NA,FBXO36,RPL22L1,PPP2CA,KCTD16,CEMIP2
1418,KBTBD2,MRTFA,MIR17HG,PLCL1,CNTROB,IFT20,GPHN,ARL16,ATF6
1419,STXBP2,PIK3CB,CSPP1,NA,PCNP,VPS35,ZFP36L1,EMC3,ACAD9
1420,RUNX3,RNF13,ZBTB10,NA,CENPM,NUDCD2,COMTD1,RHOC,ATAD2
1421,RAMP3,PARG,RILPL2,NA,ZNF330,NA,NA,FAM114A1,NA
1422,AP1S1,USF2,SPINT1,NA,FAH,RAB30-DT,CDCA7,CCDC88B,AC073611.1
1423,ATF6B,BLOC1S2,LARS,SNHG6,ADSS,PHF3,POLDIP2,HAVCR2,KLRG1
1424,CD9,MICB,MRPL52,NA,NAA20,NA,NA,SNTB1,NA
1425,CTDSP1,DDT,PODXL2,NA,CTNNBL1,NA,C1orf112,ANKRD28,NA
1426,JAK3,DROSHA,NPW,NA,TRMT2A,NA,CCT2,PECR,NA
1427,CD80,KIF1B,AMN,AC097376.3,SFPQ,KCNK12,UBE2J2,PTPDC1,HIKESHI
1428,CYTH4,HDHD3,ECE1,KLF3,NEK4,SNHG14,ANKRD9,TIMM29,KIAA1671
1429,PPP4R1,CD4,ADO,NA,MPHOSPH6,NA,EEF1B2,ME1,NA
1430,TNFRSF14-AS1,TMEM41B,LINC01619,OAS2,BEND3,USE1,AL391650.1,TEX9,ZDHHC24
1431,CLSTN3,APOBEC3D,GADD45B,CXorf21,XXYLT1,PIGP,TIMM22,HSPA13,NFATC1
1432,NR1D2,PSMB8,DERL3,NA,RECQL4,VPS25,ZMPSTE24,GCC2-AS1,DCBLD1
1433,CORO2A,VAMP5,CCL4L2,DGKA,PADI4,GTF2H5,RABEP1,SRSF10,TMEM209
1434,NBN,TENT2,CKAP2L,TMEM135,SYNC,SPNS3,CWC15,SPDL1,ACSL4
1435,GRN,NCBP2AS2,PDCD2L,ARAP2,PSMB4,GRAMD1A,PDHA1,XRCC5,NUDT1
1436,YIF1B,SNAPC3,PARP6,NA,OIP5,NA,QSOX2,KLHL18,NA
1437,HEMK1,IPCEF1,NRIP1,TMEM156,ORMDL1,DDX28,CWC25,RTF2,IMP4
1438,STX7,RBM22,MAPKAPK5,NA,MYH10,NA,AL354920.1,DERL2,NA
1439,ZNF655,POMGNT1,NOC4L,NA,DPH1,NA,VDR,GPAT3,TFDP1
1440,AC005332.4,AC005392.2,HRH2,NA,NUP85,FAM174C,NPM3,DHRSX,FAM174C
1441,ERO1B,LIPA,MAN1B1-DT,NA,TFDP2,AC020910.5,ACTL6A,WWC2,SNRPA
1442,AZI2,KDM7A,RASSF5,NA,TMEM164,RPS12,UQCC2,UBXN2B,MMAB
1443,ITPR2,SPTLC1,RAB30,NA,CHEK1,NA,QTRT1,AC239799.2,NA
1444,TNFRSF10A,RBM18,CAMKK2,NA,CIAO2B,ZNF181,CCT8,STXBP4,IKZF3
1445,KIF2A,CCDC130,AL450992.3,NA,TM7SF2,EBPL,OLA1,ASTE1,NIFK
1446,TAPBPL,SMPD3,PRKDC,NA,FANCG,SMIM1,EIF3K,GOLGA8N,HAT1
1447,COX6B1,ABHD10,ADORA2A,PIK3C2B,ATXN7L2,ISOC2,CUL5,EHD1,NTHL1
1448,CD4,ARFGEF1,DHCR7,RBM11,NDUFC2,LYPD3,SRXN1,S1PR4,KPNA2
1449,GIPC1,UGP2,TSTA3,NA,BRCA1,NA,UTP3,FNIP2,NA
1450,BTBD9,EEF1D,NOMO1,SHFL,MIR9-3HG,COX4I1,PDCD11,ITGA5,HSPE1
1451,ZNF33B,FYB1,PLPP5,NA,ZNF85,SYF2,MFAP1,GLE1,IFI27L2
1452,PDK3,NDUFV2-AS1,TNC,NA,NDUFS6,NA,LSM7,AGAP1,NA
1453,ARSA,BLCAP,DHX37,NA,PPP2R3B,NA,TMEM11,DAP3,RCC2
1454,LNPEP,TMEM173,UHRF1BP1,CMPK2,RNF187,CEP126,CALU,PCBP4,COPG2
1455,AKAP17A,TMEM203,GLMN,NA,CCDC22,COA1,GAPDH,DNAJC17,ISCU
1456,MSC,LONP2,SNX8,NA,POMT2,NA,OTUD6B,CRYBG3,ZNF330
1457,ARMT1,MIDN,UBQLN4,RNF145,WDR17,GCDH,COA8,WIPF1,LAMTOR1
1458,SRI,TET2,KAT2A,CLEC2B,KCTD5,DLL3,CERS2,TNFRSF1A,CALM3
1459,PIK3CG,PI16,SRA1,NA,SLC2A9,TUFM,MTX2,ALG12,GNG4
1460,TAF7,MTRNR2L12,ZNF790-AS1,NA,CFAP410,THADA,VKORC1L1,SDE2,BCAT1
1461,ALG2,ABTB1,RPAP3,NA,CPOX,SPINT2,MIR17HG,AAGAB,NR4A3
1462,KCNQ3,ZBED1,VPS36,MBD5,EXOC3-AS1,GFI1,SNHG7,AEBP2,MRPS18B
1463,ATP11B,MBOAT1,MLST8,NA,TTTY14,NA,DDX24,SERPINB6,VCL
1464,KIFAP3,CCDC127,HIPK2,NA,TRAIP,EXOSC7,SETD6,NBEAL2,AGO2
1465,LUZP1,ERVK13-1,BDH1,COX4I1,CDC25A,KHK,IER5,NDUFAF7,CTSW
1466,ATG16L2,UBE3B,C5orf15,TANK,HAR1A,ARMCX6,PQBP1,PAGE5,FMNL2
1467,CXCL10,SMC5,PSPH,AUTS2,STX18-AS1,RPIA,AC239799.2,ROMO1,C1D
1468,STXBP3,CAP1,RRP1,NA,AC079142.1,NA,PTPN6,COQ6,NA
1469,ACTR10,RNF187,MORN2,NA,NKAP,NA,MRPL58,HACD4,CD160
1470,AC083949.1,ATRX,NACC1,ARHGAP45,ZNF561-AS1,RPL18,RAVER1,PRIMPOL,PRRX2
1471,SS18L2,RBL1,MFAP1,NA,RNF130,NA,TMEM186,TRIP11,NA
1472,Z93930.2,RLF,PGGHG,NA,ARHGEF10,NA,NA,ACTR1A,NA
1473,ELOVL5,MOSPD1,GCAT,PSIP1,SLC23A2,VPS28,TARBP2,ARMC7,COA7
1474,SPRED2,MYD88,METAP1D,NA,LHFPL5,NA,NA,MNAT1,NA
1475,SPATA13,IFI16,LANCL2,NA,TADA1,STAP2,CFAP298,ENKD1,TTC32
1476,XYLT1,MRPS31,CLECL1,NA,GPAA1,NA,NFKBIE,TRIM47,PCED1B
1477,A1BG,TSPAN14,LSM4,NA,GIN1,NA,NA,NCALD,NA
1478,ERC1,HAUS6,NLN,NA,FAM189B,TIMM50,STAU1,PDCD10,PRELID2
1479,SFXN3,LCMT1,SMG5,C2CD4A,CIART,GPRC5D-AS1,ACSL5,NAPEPLD,TXNIP
1480,TVP23B,WHRN,NUDT15,NA,AC073840.1,NA,DNPEP,AC078881.1,NA
1481,CAMK1D,CTTNBP2NL,SNAPC4,LINC01876,AP002495.1,TOMM5,MTERF4,RAB11A,HNRNPA1
1482,SASH1,SLFN11,TRIM39,IFI44,CCDC85C,SLC22A17,CCDC51,FKBP2,CYC1
1483,AC239799.2,CXorf40A,SMN2,NA,PTGES2,NA,SAP18,TADA3,NA
1484,FYTTD1,EGLN2,HNRNPD,NA,KNTC1,NA,NA,SPG11,NA
1485,ARNTL,PUDP,SLC35F2,NA,NUP58,TTC27,COPS7B,UFL1,PPDPF
1486,GOLT1B,NDUFV1,SLC22A5,NA,SLC25A30,AL109930.1,CSTF3,SCARB2,STX8
1487,CFP,PHF11,TSLP,PLXNA4,ZNF343,SMKR1,SRFBP1,MDP1,NHP2
1488,TNRC6B,ZNF101,SLC2A1,JMJD1C,EML5,HIC1,PISD,OSBPL8,STAT5A
1489,TMEM256,ARPC1B,TRABD2A,NA,MNT,EAPP,NUP58,ABCC10,SCFD2
1490,HACD4,BLOC1S1,POU3F1,LACTB2-AS1,IMP3,IFRD2,AC007952.4,B4GALT1,POGLUT1
1491,TMPRSS6,MYB,URB2,NA,P3H4,NA,NA,TMEM87B,NA
1492,RP2,GALK2,TMED10,NA,GCAT,ILF2,TXNL1,GPN2,OGFOD3
1493,SLC30A4,HEBP2,POLR2I,NA,AC092535.4,RPL24,ANKRD39,MAP4K1,POLR1E
1494,LPCAT4,CCDC28A,SESN2,NA,CBR1,NA,NA,LY6E,NA
1495,NQO2,NKRF,HARS,SPSB1,PPP1R14A,RTRAF,ZPR1,EZH2,CHAC2
1496,HERPUD2,ATG12,SENP3,TXK,ZNF512B,NAP1L1,MTLN,NDUFA2,TMEM182
1497,SLC44A3,KANTR,SEH1L,INPP1,ZNF146,SCAI,SNX5,TMUB1,CTTN
1498,PGLS,MUL1,RBM19,NA,DOLPP1,MT-ND1,CCT7,SFI1,MTERF1
1499,TNFRSF14,PGP,STX18,UGCG,TAF15,STOML2,VPS9D1-AS1,AC008667.1,GPATCH11
1500,TBK1,RNF5,GZF1,AC122719.3,GOLPH3L,TRUB2,MRPS22,ZNF316,DHRS7B
1501,CAMK4,ISCU,SNHG8,NA,NOB1,NA,NUBP1,LMF2,NA
1502,COPZ1,AP3S1,AHCY,NA,ATF4,NA,SNHG25,ASAH2B,GSTP1
1503,AC007952.4,PCNX4,TIMM44,NA,NUCKS1,GNG8,POP1,FUT8,COX6A1
1504,ABHD3,SPTBN5,SUZ12,NA,DPCD,NA,FDX1,BLOC1S1,NA
1505,HIPK3,SNRNP200,TASOR2,NA,C11orf24,NA,DHX15,MOSPD3,NA
1506,PIK3C2B,DAZAP2,ELAVL1,ZNF480,ZFYVE9,HINT2,PRKAG2-AS1,DHRS7B,UBXN10-AS1
1507,AAGAB,METTL9,GNPDA2,AC008014.1,RBM12,HBS1L,SLC25A26,NFATC2,GRINA
1508,LAIR1,BMPR2,YRDC,NA,CCDC43,NA,NA,NPLOC4,NA
1509,AL353807.5,EVA1B,STARD4,PLPP1,IQCK,RPRD1A,DOLK,LSS,IMPDH2
1510,GPR68,TBC1D10B,XCL2,NA,NSA2,NA,ADSL,MBLAC1,NA
1511,SRPRA,NCOR1,ZACN,NA,CCDC85B,NA,PTRH2,ADAT3,NA
1512,RASSF5,ILVBL,ERCC2,NA,SNRNP70,NA,CYCS,LDHB,WDR3
1513,GPR137,CISD2,PRPF4,NA,TNFRSF12A,MT1F,BNIP3,PXMP2,RPL7L1
1514,TGFA,LIMA1,RRS1,NA,ENDOG,NA,RBM8A,CMC2,NA
1515,NCKAP1,SWI5,CTNNAL1,NA,ELAC2,NA,VDAC1,LBR,NA
1516,VCPIP1,MEF2A,OAZ1,NA,CYTOR,NA,MCUR1,HIST1H2AI,NA
1517,CCDC184,HELZ2,PTPN6,CCDC92,AC011893.1,NOB1,POP4,CAMK2G,ZNF827
1518,ATP6AP1,SYNE2,NR6A1,AL162231.2,MDK,ZC4H2,POLR2C,GGCT,EIF4EBP1
1519,CCSAP,SERTAD3,STEAP1,NA,SHQ1,NA,RANGAP1,COPG1,NA
1520,CANX,COQ10B,TRAV20,RPS23,QSER1,TNRC6B,CD70,B4GALNT3,AC092718.4
1521,TTC16,PIGT,NUS1,NA,TTC1,NA,LIN7C,GCH1,NA
1522,CSRP1,TMCC1,ASCL2,AC025171.2,HAX1,KCTD17,ZNF316,GAS2,CD81
1523,TXNDC15,C19orf47,SEMA4D,ISCU,XYLT2,TSEN2,CCR10,MBOAT1,IL2RA
1524,ITGB1BP1,TMEM263,LINC01281,NA,SPTBN4,NA,COX20,ERCC6L,NA
1525,AC009522.1,PPP2R2D,BCOR,NA,TYSND1,AL160291.1,FCER2,ACADSB,CD109
1526,LINC00511,OSTM1,KLHDC4,NA,LINC01128,NA,RBM19,E2F2,ATP6AP2
1527,AKR1A1,CBX5,CSNK1E,NA,UQCC3,NA,EIF3E,BST2,NA
1528,ZBTB16,PPP1R16B,MTAP,NA,NOL6,DANCR,MRPL37,AC016074.2,RPS4Y1
1529,LACC1,DCUN1D1,CEBPZ,NA,REXO4,NA,EIF6,IRAK4,NA
1530,PPARA,HLA-E,ZNF165,NA,AC006064.4,AC021028.1,BUB3,C1RL-AS1,ACTL6A
1531,AP002505.3,KLHL17,TRBV3-1,AC233976.1,CARD9,ZNF14,CEP95,AC023790.2,POP5
1532,RTN3,DMGDH,PSD3,PBXIP1,NKD1,FGD5-AS1,TMEM236,ZNF350,CAPZA1
1533,TMEM60,THAP6,POLDIP2,NA,GAREM2,NA,HDDC2,FBXO45,NA
1534,RIT1,DSN1,LYRM4,TAPBP,SENP8,HSBP1L1,BAZ1A,ALAD,KIF21A
1535,APH1A,TCAF2,FILIP1L,TMOD2,PAX8,LIG1,TMPRSS6,PGS1,C17orf64
1536,PAFAH1B1,KCTD9,CLASRP,AL133475.1,HSPA14,OSGEP,GET4,HSCB,STRIP2
1537,TMEM184B,SLC38A10,P2RY11,NA,PEAK1,COA6,ATP2A2,AMD1,SRGN
1538,PMVK,ST6GALNAC6,CRY1,NA,CKS1B,NA,CSRNP1,KNL1,NA
1539,EVC2,RPUSD2,CHST7,NA,RING1,RHOU,AC245014.3,AL033527.4,ITGA4
1540,LRRFIP2,LYPLAL1,DLAT,NA,R3HDM1,RASGRF2,SLC35F2,COMMD3,NPM3
1541,B3GLCT,NDE1,NFKB1,NA,TUFM,NA,PTPN7,MAP3K20,NA
1542,CLSTN1,TRIM8,TNK1,SH3BGRL,CIT,ANKMY1,CHTOP,EIPR1,RTCA
1543,COMMD8,WNK1,MAN1A1,RPS15,RYK,QARS,DR1,FEZ1,LINC02341
1544,CMIP,ATG14,GLUL,KDM6A,MYH3,STMN1,CLDN7,GPR107,UBA5
1545,PCSK1N,TYMP,SNHG6,NA,GALNT2,NA,UBE3C,PPM1L,NA
1546,IL17F,PHKG2,CPD,TYMP,AC090061.1,SPATA41,DHX36,CENPA,ACOXL
1547,TLR3,TRPM7,SMARCAD1,NA,SLC39A14,NA,SRP19,MTA2,NA
1548,KIAA2026,PKD2,PTCD3,TTBK2,LEO1,C11orf1,ADCY3,AL731569.1,DEAF1
1549,PPP2R5B,TFDP2,AP4S1,PHF11,CRB3,NUDT16,AL450352.1,SLC66A2,AC007032.1
1550,SNX24,BAD,HSPA9,NA,TTF1,NA,LSM10,WEE1,NA
1551,CACNB3,HLF,RBFA,NA,MECR,NA,PLEKHB2,EBP,NA
1552,CCDC186,PRRC2B,ASRGL1,NA,INTS13,MRPL3,SLC39A1,RTN4,ITGB2
1553,RFFL,PXN-AS1,SLC16A11,LYSMD2,OSBPL1A,AC092279.1,BCAT2,SCYL1,DHRS7
1554,SNX20,KDM4C,NAP1L1,NA,EARS2,NA,DPH1,POMP,NA
1555,XIAP,AP1G2,NADK2,PARP9,AL592435.1,PIK3CD-AS2,PARL,AC008063.1,PIGW
1556,ST6GALNAC6,TXLNA,BTAF1,CCDC191,AC022154.1,HSPB1,OSGEP,GBF1,RNASEH2A
1557,MZB1,PITRM1,TMEM41A,NA,INTS12,DNAJC30,TTI2,RRBP1,PRKAG1
1558,AP001816.1,INPP4A,PXDC1,NA,THRAP3,NA,ATP5MF,TCTEX1D2,DECR1
1559,ARHGEF1,CCDC85C,TNFSF11,NA,MRPL2,NA,DDIT4,MKI67,NA
1560,FBXL8,FBXO31,DCAF13,NA,EZH2,NA,UTP18,CDK2,NA
1561,BOLA3,GPBP1L1,TMEM117,NA,SNHG17,NA,IFRD2,N4BP2,NA
1562,NBL1,ZNF260,EPM2A,CHKB,ZNF415,JADE1,PDCD5,ABCD2,RSBN1L
1563,PRKAA1,TMEM62,TTL,NA,SH3BGR,GSPT2,CCR6,C17orf49,SNRNP40
1564,LINC01841,TMEM248,LAPTM4B,NA,RXYLT1,NA,SCAMP3,TPD52,POLR2G
1565,SLC50A1,ALDH9A1,SRF,KLRB1,LSM8,ZNF814,PELO,PRKAG1,RPIA
1566,TCEAL3,XPO4,TTC19,NA,ALDH5A1,NME2,MRPL14,STAU2,TMEM161A
1567,USF3,KLHDC4,PKIA,NA,FAM162A,NA,CLN6,GIMAP7,NA
1568,DHX58,OSBPL9,CELF1,HERC6,TMEM25,C20orf204,GRK3,EIF2B1,CARD9
1569,LINC00944,CASP3,GPD2,NA,AP000704.1,TSHZ2,SMARCA4,EFCAB2,PCNA
1570,PLPP5,ARHGAP17,NFIL3,NA,PSMB2,APEX2,CXCR5,CISH,ATXN1
1571,SBNO2,SAMHD1,MCM6,AC104035.1,ACAD10,FARSA,ANAPC1,KPNB1,MPHOSPH6
1572,TNFRSF1A,HAGH,C12orf10,NA,SUMO1,PFAS,SAE1,GLO1,ZBED2
1573,HSPA13,PARP6,FBXL6,LST1,AL450326.1,MIPEP,SLC52A2,DTNB,MT-ND1
1574,RASSF7,TSNARE1,PPIH,LINC00623,DLGAP5,EPHB6,HNRNPH3,RCSD1,PFDN2
1575,ACADVL,NCBP3,NRG2,NA,AGRN,VWA8,TCERG1,ATP2A2,NSD1
1576,TRIM5,DDX59,PRPS1,TMEM131L,RBMS2,TAF10,ZNHIT3,TMTC3,CST3
1577,TAF1B,WDR60,AHSP,TP53INP1,UBXN8,LRP6,NSMF,Z98884.1,ACOT7
1578,FGFR1OP2,VPS35L,SAP18,NA,POFUT1,NA,HNRNPC,NDUFV2,NA
1579,NFAT5,CCDC18,UBE2V2,GBP4,AC125494.1,OSBPL9,PTPN2,NT5C3B,ACADVL
1580,STK3,AC020915.2,PMS2,CD22,DHRS4-AS1,LITAF,SPEN,TBCB,IRF8
1581,TBC1D10A,JAK2,PRPF4B,CD7,SLC27A4,SNHG3,PPP1R11,HIPK1,ZNF133
1582,UFD1,PHLPP1,PARVB,MVP,TEX22,SMDT1,HCP5,LINC00309,PTPN1
1583,MYRF,TBCCD1,EDARADD,NA,SUGCT,NA,AMD1,NCR3,PPP2R3C
1584,FCHO2,OPA1,ACTL6A,NA,NRSN2-AS1,RAB40B,SMIM30,ACOT11,GEMIN6
1585,CISD2,COX16,RPS5,NA,MRPL58,NA,SF3A3,HPCAL4,NA
1586,GSTP1,AATF,CERS2,NA,DHRS13,OXLD1,MFF,C1orf141,MSH2
1587,AGO4,ATMIN,ZNF580,AC026979.2,ADD2,TRNT1,ASB1,CCR9,TIMM8A
1588,GLG1,PREPL,TMEM222,NA,MBD4,PAOX,MPI,CTSW,SPEN
1589,CATSPERB,STK19,UHRF1BP1L,FES,C1orf122,CASP6,DNAJC8,ZFPL1,NME6
1590,ARPC5L,TRAPPC3,CSTF3,NA,SRP68,NA,TTLL4,PAG1,ECHS1
1591,NTAN1,SPATA5,GTF2H1,AFF1,PEX16,ATXN10,MED6,PAXIP1,AC097634.3
1592,B4GALT1,SAV1,DDX28,NA,ATP5PO,NA,AGPS,DCAF11,NA
1593,LYSMD2,TM2D1,NOC3L,NA,TTI2,NA,BTG3,EFHD2,NA
1594,PDCD10,CD3G,ASB13,NA,MED19,UBA52,TIMM44,SCRN1,TRAV39
1595,LINC02762,CASD1,APMAP,SRSF5,PVR,FAM207A,IL23R,CETN2,C17orf58
1596,WAC-AS1,C5orf56,CEP83,NA,UBASH3A,NOLC1,AEN,LMAN2,CCT6A
1597,CCDC167,PCYT1A,CLDN7,NA,ANAPC13,NA,MAP2K3,MRTFB,TIMMDC1
1598,GALT,RSBN1,EIF2B2,SENP7,DYNC2LI1,RNF144A,DUXAP8,MAPKAPK2,SIVA1
1599,CHRNB1,GLMP,TMEM199,KLF12,ADAM22,NR2C2AP,CHAMP1,LRRC57,CLIC3
1600,ZC3H4,ARMC1,PSMG3,NA,MT-ND4L,SNRPF,RCN3,DDX20,CIAO1
1601,MVD,INCENP,CIART,NA,BUD31,MLLT3,WDR12,GNAQ,C9orf16
1602,SLFN11,UBE2J1,NME2,NA,CSTF3,NA,DUSP12,CD200R1,NA
1603,COX7B,LDLRAD4,PHB2,NA,RPSA,NA,NME1,MXD1,NA
1604,BCAR3,ZNF37A,C11orf24,NA,POLR2L,BLVRB,TMEM39A,TNIP1,ATPSCKMT
1605,UBE2A,SCMH1,LTV1,NA,POLR3K,NA,RBM17,PTK2B,NA
1606,ZNRF1,ETS1,DNAJC11,NA,SHMT1,CALD1,LRPAP1,GAB3,KIF3A
1607,RORC,SAMD9L,BHLHE40-AS1,LINC02328,TMEM220,HDAC11,ADIPOR2,ANKEF1,ACOX3
1608,ZFAND5,RHOC,SARS,NA,GEMIN4,NA,MEAF6,PLCG1,TRAPPC6B
1609,TRGV3,FAM222B,PTBP1,NA,POLG2,NA,PHB,SLX4IP,NA
1610,CYP4F22,TRIM38,TUBB4B,APOL1,PITPNA,TFDP1,TXNRD1,GALK1,TRGV2
1611,HECW2,SMAD2,ALDH18A1,NA,GPI,NA,PSMD11,DLST,NA
1612,CCR5AS,AC013652.1,ABAT,NA,CNOT2,RPLP1,EMD,SPTLC2,PSTK
