,0,1,2,3,4,5,6,7,8
2027,TK2,CENPBD1,RINT1,AC008555.4,AC087164.1,ANKRD16,SRRM2,CREBZF,AC007038.2
2028,SEC22B,CLK2,NUP54,NA,AC004816.1,CENPV,IL12A,MANEA,TMEM99
2029,BIVM,TBCB,ACTR5,ARHGAP33,EMC4,VEGFB,FAM98A,AL138724.1,MREG
2030,CCR1,DCP2,HSPD1,NA,CDK5,NA,PSMD2,CPPED1,NA
2031,MAP1A,AZI2,AC018816.1,MTUS1,NUDT6,UBE2F,FAM86C1,MTCH2,KHDC1
2032,FAM241B,COA3,RWDD1,NA,PSPH,NA,RTRAF,UQCRHL,NA
2033,WNT7A,UQCR10,MDFIC,NA,TSTA3,NA,SGPP2,DAPK3,NA
2034,MTSS1,WWOX,CELSR3,LZTS3,NFKB1,RPS21,DOT1L,AP001347.1,DUSP22
2035,TADA2B,MBNL1,CCDC47,LINC01569,RAD51D,CENPH,GMPS,RHOF,LINC01980
2036,MYCBP,CACTIN,IER3-AS1,AC008063.1,TRBJ2-4,DCAF8,GPN3,TTC21B,PHB2
2037,TAX1BP3,NUP43,TRAPPC2L,BNIP3L,RECQL5,FBXW4,ECHDC1,NME7,DBF4
2038,HEG1,TBCK,OXSM,TNFRSF25,PRELID3A,NHS,STX1A,FXR2,EEF2K
2039,SELENOM,COQ4,ASPH,CCDC7,MELTF-AS1,OXA1L,UBR5,MTLN,XIRP1
2040,ADGRG5,ZNF337-AS1,INAFM1,WASHC4,SUOX,EIF5B,ZNF296,BCLAF3,SMIM30
2041,ABR,OARD1,RPAIN,HIST1H1D,ENO1-AS1,GNPDA1,POLR3G,PRDX6,NUF2
2042,CASC4,ACADM,ZNF664,BHLHE40,NAALADL2,AMPD3,STAM,MRM2,LYST
2043,AACS,FTL,FEZ1,ZC3H12D,OSTC,TTLL1,PDCD6,TANK,ANKRD46
2044,DISC1,GLCCI1,ERAL1,NA,ZCCHC7,UBXN6,KPNA3,MAGT1,CBX2
2045,UBXN2A,PCNT,ATP11C,AL121985.1,AL359232.1,TEX48,ACY1,PROSER2,ZNF593
2046,NRBP2,CALCOCO1,CADM1,NA,LENG9,LSM2,FOSL1,CT69,AC010186.1
2047,CHP1,DHRS1,ANKLE2,KIAA2026,CST6,UBE2E2,SMARCD1,SMG7,SNX4
2048,KDM6A,SHPRH,AP001505.1,NA,TUBG1,NA,HSPA1B,CCDC32,NA
2049,SEPTIN8,MAP4,RPL6,NA,RPL21,NA,HMCES,ITGA6,NA
2050,ABHD16A,IGHMBP2,GAS5,NA,SDCBP2,NA,C1QBP,CTSC,NA
2051,TDRKH,AC099343.3,ZNF567,AP002381.2,CYREN,ZNF789,TEX10,SEM1,CCNDBP1
2052,AC011287.1,CWC27,MLXIP,NA,GLB1L2,NA,GNL3,COQ8B,NA
2053,UNC93B1,AC021054.1,F5,NA,IL17REL,NA,RFC4,MGAT1,NA
2054,PTK2B,RMI2,PES1,NA,TTLL12,NA,GPN1,AC008906.1,NA
2055,RARA,RIT1,AC074117.1,PELI1,GALE,MRPL15,DCAF1,ACER3,SEM1
2056,LINC-PINT,NCK1-DT,USP46-AS1,OTUD5,ILVBL,LSM6,PRPF38A,LINC00824,TTC21B-AS1
2057,MLLT6,INTS6-AS1,EXOSC8,NA,METTL21A,NA,CLPP,C1orf159,NA
2058,PSMC2,FBXO2,TSEN15,LINC00944,VSIG10L,ALDH3A2,TTC4,TFDP2,LSP1
2059,GPR132,FTH1,MBTPS2,AP1G2,AC020928.1,DCAF10,PHAX,SLC1A4,SPAG7
2060,SND1,EVL,TCF7L2,RPS21,ARL6,PSAT1,PFDN4,ERC1,SFI1
2061,SSR1,BIN2,PAGR1,MPP7,UBE3A,MRPL45,PUDP,PPRC1,MAP3K7CL
2062,VPS45,SP100,TOP1MT,CITED2,ADORA2B,LBH,YJEFN3,GTF2E1,TMEM185A
2063,KATNAL1,RABL6,CCNI2,CCR7,ZC3H10,C11orf71,SMIM4,AL035458.2,TPRG1
2064,PLEKHN1,ASAH2B,SLC30A5,AL139220.2,DLK2,DDT,COX16,ARL17A,LAMTOR2
2065,PCAT6,CCDC88A,SCD,NA,TWISTNB,NA,LINC01376,FAM50A,HNRNPAB
2066,RORA-AS1,LSM14B,NUMBL,MX2,KDM4D,SAYSD1,RBBP6,MZT2B,BRIP1
2067,AC106818.2,IMMP1L,CXXC5,PSME1,C4orf46,GLT8D1,DDX41,TAPBP,ENG
2068,ANKRD6,SNX15,SFXN4,NA,PFKFB2,NA,NA,TMEM218,NA
2069,E2F3,MAP3K6,C18orf21,PER1,ALDH18A1,DUXAP8,ADNP,RAP2B,BTBD8
2070,TCTEX1D2,ING1,TMED3,NA,USE1,NA,TAF11,BLM,NA
2071,ADAM15,PCNX1,TRAF1,NA,BRMS1,NA,HUWE1,SERAC1,NA
2072,GPR107,FEM1B,FTSJ1,NA,ITGB4,NA,MBD3,LEPROT,NA
2073,ACER3,VPS33A,ALG11,NA,E4F1,NA,GCFC2,UTRN,NA
2074,CPLANE1,GIT1,DNAJC25,NA,POP5,CCDC102B,NUP93,MALT1,EPHX4
2075,SRP54,PRAF2,ZNF420,NA,BTF3,NA,NA,CRIP1,NA
2076,RIOK3,NUDT16,MRPL32,NA,RNF141,NA,SAR1B,CENPN,SEPTIN5
2077,NLRP3,C4orf33,AP002852.1,NA,CELSR3,RPL7,MRPS5,PZP,PSTPIP2
2078,ZFAND3,SWSAP1,CMC2,NA,ZNF576,NA,DESI1,COPZ1,NA
2079,FLII,PITPNA-AS1,SBDS,NA,JSRP1,SRGN,UBE2G2,NREP,PFDN6
2080,KIF13B,GINM1,PUS3,NA,TNFRSF13C,NA,ANTKMT,BCL7C,GPATCH4
2081,GRK6,OAZ2,AC007032.1,CREBRF,ACAD11,ZNF264,ZNF280C,NDUFB11,IL13
2082,GCLM,RNASEK,C15orf41,NA,ARHGEF19,CHD7,TLCD1,OSBPL11,ALKBH6
2083,C5orf17,CDC73,PSMD5,SLC9A8,AC002463.1,AC004448.2,TIMM9,ENO2,RAB27A
2084,KMT2E-AS1,MX1,CSDE1,SYNE2,HDAC3,CAMK1,APLP2,TCAF2,TRGC2
2085,VHL,SNX3,TRMT10C,NA,UNG,NA,DRG1,CHCHD1,NA
2086,HOOK3,ARPP19,RAB8B,NA,TRBV30,NA,NA,NABP2,NA
2087,CYB5R1,PHIP,MARS2,NA,NIPA2,ORAI2,ZC3H14,RAD18,NOC3L
2088,INF2,LEPROTL1,TMEM182,IZUMO4,AC009318.1,PKIG,CAMKK1,PA2G4,SMARCE1
2089,ATG4A,VAMP4,ZNF432,TESMIN,GGCX,BDH1,CTTNBP2NL,ANK1,TSR1
2090,SHARPIN,RNF167,FTCDNL1,NA,FBL,NA,HNRNPA1,CHAF1A,NA
2091,UBAC2,IL7,SDF2L1,ALPK1,TRPM2,TP53TG1,ADAMTS17,SFT2D2,SPACA9
2092,NDUFS2,PSMD5,POLR2E,NA,NOP14,NA,MACROD1,SLC35B1,NA
2093,AL137779.2,CHMP1A,NKAPD1,NA,NCDN,CCNT1,ZNF320,ESCO2,IFI27L1
2094,TEX264,CNPPD1,CPLX1,MYBL1,DNAAF4,XRRA1,NFAT5,UQCR11,ZBTB44-DT
2095,DYRK1A,NUFIP2,NEFM,MT-CO3,COX15,OAZ1,MED8,AC005562.1,PSAP
2096,GSE1,NUSAP1,ZNF583,NA,SDHD,NA,SNAI1,DDX11,NR3C1
2097,CRYBG3,SMAP1,NOP9,WHAMM,FHL2,TMEM131L,ATAD1,NPRL2,ZWINT
2098,AAK1,SNX1,SPAG1,NA,PCGF6,NA,MYC,PLOD3,MT-CO1
2099,DEC1,CLPTM1,PCBP3,FAM174B,UTP15,PRKCH,PSMC6,AC009313.1,UEVLD
2100,DMTF1,CRYGS,GSPT1,NA,CEP76,NA,DNAJA2,ZNF641,NA
2101,SLC33A1,MKS1,AL392172.1,LY9,DOLK,PAFAH1B3,NEDD9,SMAD7,SLC2A8
2102,FOXN2,CDK16,RAB39B,NA,GSPT1,NA,JPT1,GRAMD1B,NA
2103,NPC1,APAF1,UBE3D,NA,PRMT7,HIST1H2AL,IMP3,H2AFY,ITGAV
2104,SLC30A7,B3GALNT2,LSM6,NA,DBR1,NA,NOP10,ZNF92,NA
2105,STK40,TRMO,HOXB6,GPR137,MEIKIN,HDDC2,CRACR2A,CDC25B,SELENOH
2106,ZDHHC20,SNAP23,NAA25,HIST1H1C,PRKCA,GTPBP8,NANP,IL13,MRPS25
2107,MAPK10,ACOX3,RAD17,AC007952.4,AP001453.2,EVI2B,CIART,FNDC10,RRS1
2108,FXYD7,OSBPL11,AC125611.3,PPP1R12A,OTUD4,CRB3,TRAF3IP2,SNRNP48,CADM1
2109,MYLIP,SEPSECS,XYLT2,MAL,FAM120C,EIF3F,REXO4,GOLGA7B,SLC39A6
2110,PPP1R13B,SRD5A1,BCORL1,NA,TMEM128,PDCD6,MRPS24,NEFL,NOP14
2111,CMPK1,AOPEP,TAF5,PIK3IP1,ZSWIM1,GTPBP6,FASTKD1,BYSL,UBA6-AS1
2112,LENG1,EBAG9,SF3B3,TRAF6,AC006141.1,OCIAD2,SMYD5,SH2B3,MCM5
2113,OSBPL3,ZNF770,SYP,RPS18,FANCI,PLAC8,GABPB1-AS1,RB1-DT,LUC7L2
2114,XKR9,PIBF1,AKR1E2,FZD3,TMEM106C,IER5L,VCP,CDC37,NMB
2115,ELF4,LINC01891,RPL8,NA,ZC3HC1,NA,SLC25A37,H1FX,NA
2116,PRR34-AS1,CCS,ZNF558,SMAD3,SEC23IP,SSBP1,CACYBP,SLC13A3,IVD
2117,IGSF22,TNFRSF1A,PRKD3,NA,DMXL2,NA,OTUD4,PIN1,AC007952.4
2118,NCALD,ICE1,ZNF749,FEZ1,SERPINH1,TMEM141,ENY2,EEPD1,FNDC9
2119,PDLIM5,SLC7A6OS,ZNF330,HP1BP3,ICA1L,UBL7,METTL16,ELP1,MAP4K3
2120,MGAT4B,NINJ2,CMTM4,RHOH,HIST1H2AK,ZFAS1,CABLES1,SELPLG,TMEM256
2121,ZSWIM8,FAM110A,FBLN7,NA,GPATCH4,NA,NA,CYB561,NA
2122,ADAM12,STK25,MRPS18B,NA,SMU1,RPL5,TMEM70,LASP1,C7orf50
2123,CCDC22,CTSZ,HMGCR,NA,EIF2A,RPSA,AIFM2,ABRACL,SSR4
2124,SEC24C,TTN,COLGALT1,NA,R3HCC1,RFX3,WBP4,SLC35C1,AC002091.2
2125,HUS1,PPP4R2,MTPAP,NA,PRPS1,NA,SNRPC,PDLIM2,PDGFD
2126,SLC25A1,MYEF2,DUSP3,RGS1,SLC30A1,MAZ,NPLOC4,HIST1H1A,RTKN
2127,RHEB,SGO1-AS1,HSF2BP,EPSTI1,KCTD12,RPL41,NUDT21,BAX,ADO
2128,FAM169A,NBPF10,TRMU,AC073111.4,CEP85,ZMYM2,EXOSC9,KATNB1,MRPS34
2129,MOB3C,S1PR2,SUN1,AC055839.2,SMTN,CSKMT,YAE1,LRRC23,SFXN4
2130,ENTPD4,RPRD1A,AL359220.1,NA,NOC3L,NA,DUSP2,ITGAM,NA
2131,GTSF1,FAM98B,MRPL13,NA,MT1G,NA,ATG3,EML4,NA
2132,KDELR1,NRROS,DDX41,TAP1,LBHD1,CHTF18,AC107223.1,TICAM1,LRPAP1
2133,C9orf72,SNHG9,SH2D4A,TMEM171,RANGRF,BRCC3,SIAH2,PTPRCAP,CCNI
2134,ZFHX3,LINC02605,B3GALT6,WBP2,C17orf53,TRBV23-1,FAM184A,CD2,GEMIN4
2135,ADARB1,SRSF5,TTI2,PLEKHG1,TUBGCP2,NPW,SCO1,STRN4,HLA-DMA
2136,IL4R,PIAS2,NUDC,NA,KPNB1,NA,PPIG,SPATA33,NA
2137,ERGIC3,PPP1R8,DTWD1,NA,SHF,RUFY3,PSMB5,CCDC200,HENMT1
2138,ERI1,MARCH5,PGD,NA,MAP7D3,MOCS2,ABT1,HIST2H2AC,GPR141
2139,PHYH,FAM161A,TESPA1,OFD1,ARMCX1,SYCE1L,GINM1,PEF1,EIF3M
2140,CHRNA1,GDE1,CAPRIN1,NA,DHX35,NA,KNSTRN,EIF5A2,NA
2141,EIF2AK3,MED15,AC009309.1,PLEKHB1,ANKRD26,METTL5,CHRNA5,MFSD6,GLOD4
2142,BET1,TMEM254,CASS4,GPR15,CLIC4,SWI5,TASOR2,HNRNPA3,FCHO2
2143,RICTOR,RPAP3,FAM221A,HEBP2,LINC00471,NT5C3B,PRKDC,ZEB2,ORAI1
2144,ZFAND2B,BTN3A1,NEURL4,NA,TFAM,NA,SGTA,TSHR,NA
2145,WASHC2C,MAPK1IP1L,CDK4,NA,PPAN,NA,NA,KCNAB2,NA
2146,SMURF1,SLC38A1,FOXP4,ZC3H7B,ZNF684,ANP32A,EPAS1,PSMC4,ZC3H8
2147,CDK5RAP3,ATP6V0A1,C3orf35,SPPL2A,DYRK3,ZNF692,GABPB2,AC011468.5,CCDC14
2148,STX11,ZNRF1,B4GALT2,NA,PVRIG,MRPS25,DNAJC5B,MIR4435-2HG,BZW2
2149,FAM219A,ZNF93,AL157912.1,CHD2,AP2S1,EIF2A,SAT1,ARHGEF39,HIVEP3
2150,AC020911.2,WNT2B,TIMM9,C1RL,NME7,AC139720.1,MLF2,CEP57,PAICS
2151,CTBS,CD7,WARS,DPEP2,LIN7C,MRRF,RPUSD4,STARD9,TFB2M
2152,FAM13B,ZNF91,RARRES1,NA,FNDC10,NA,COA7,ICAM3,NA
2153,SLC4A5,NDUFAF7,NUTM2A-AS1,CRTC2,KLHDC8B,ATP5IF1,NCLN,SLC35D1,KLHL35
2154,LINC00910,OPTN,ZBTB11,NA,DDX11-AS1,ZNF138,KLF3,HIF1A,FANCE
2155,HCFC2,SLC41A3,YWHAG,RPS14,TSHZ1,AHI1,ARL4A,MED14,TMEM97
2156,TRAF6,NAA35,NADK,NA,CNIH1,AC064834.1,LZTFL1,FLNA,S1PR5
2157,ATF3,EIF4EBP2,HDAC2,NA,MRPL17,NA,IRAK3,HYOU1,NA
2158,IFNAR1,SUSD3,GFI1,NA,PPT2,RPS28,IER3,SNRNP27,TIMM8B
2159,HEXB,CSNK1D,CCDC85B,NA,URB1,DAAM1,KDM2B,NDUFV1,ARHGAP18
2160,LRRC23,DMWD,ATPSCKMT,MAML3,CHRM3,CCDC124,IL18R1,ZNF362,ITGAM
2161,ARFIP1,NGLY1,BCL2L13,STAT2,SNX4,PHB,HAX1,COA8,TOP2A
2162,UNC45A,LZIC,ZNF384,ADPRH,TMCO6,LARGE1,NLE1,LCLAT1,GTF2A2
2163,MICAL3,PPFIA1,C3orf52,NA,ABRACL,MEAF6,NSFL1C,SPAG1,MAGOHB
2164,PRKD3,RINL,FGFR1,NA,ZNF793,SLC5A3,EWSR1,PPDPF,REXO5
2165,PIK3R5,GTPBP10,KBTBD8,NA,GPALPP1,NA,CLUH,EPAS1,ARHGEF37
2166,PPFIBP2,PDLIM2,PHLPP2,PLA1A,AC005229.4,ABRAXAS1,LRRC8D,CSNK2B,EPS15
2167,PLCB3,AC110611.2,TUFM,AC010226.1,AC068888.1,EFCAB3,HIC2,PSMB8,SEC11A
2168,BBS9,DDX46,ZNF800,KLF13,ZNF439,MIR155HG,MYL6B,SLC17A3,C20orf27
2169,FNIP2,TMEM181,STAT6,NA,FTSJ1,NA,NUDT5,LINC00623,NA
2170,EAF1,SCRN2,MED1,PARP15,TBCA,ERH,NR2C2AP,RFNG,FBXO30
2171,PARP3,FLNA,TRBV2,GNA15,AC034199.1,ZNF407,SLC25A13,AKAP1,MTX2
2172,SLC44A2,HTT,TIMM23,NA,MSTO1,NA,USP39,TMX3,NA
2173,AC092652.2,MAU2,MRPL48,LRIG2-DT,WDR90,FKBP3,XPO6,PDK3,DTD2
2174,MICALL1,BRMS1,TPRKB,NA,SAPCD1,NDUFAF8,LSM4,GUSB,TIMM50
2175,PLD2,ABR,RRAGD,SOCS3,GLB1L3,LZIC,FCF1,MADD,WDR36
2176,SCN1B,GPATCH11,TXLNA,TCF7,UIMC1,MSL3,UPF1,MFSD9,HELLS
2177,MSRA,EP400,FAM89A,NA,SPCS1,NA,NRAV,AC018816.1,NA
2178,DPY19L1,NFKB2,RAB4A,MALAT1,FASTKD5,TRAV26-2,PTPN11,INCENP,FAM210A
2179,NUGGC,BCAP31,RBM39,NA,CD79A,ECHS1,EMG1,CLASP1,EEF2KMT
2180,ROCK2,C9orf135,IGHMBP2,HUWE1,ZNF786,DGUOK-AS1,HCCS,FKBP11,COA4
2181,NAA80,SPSB2,KCTD12,FERMT2,CCNJ,YDJC,FUT11,AC002467.1,PYCR1
2182,AL645568.1,SELL,VCPKMT,NA,PES1,NA,NA,DTL,NA
2183,PFKL,CAPZA2,GABPB1,NA,CNIH3,NA,NPEPPS,TRABD,NA
2184,GNB4,TNKS,PALB2,IER5,SF3B2,PVRIG,SLC12A6,BHLHE40-AS1,FAM3C
2185,GBA,TMEM131L,JPT2,NA,SLC25A46,ATG4C,PABPC1,SSR4,POMP
2186,TRG-AS1,ACTA2,DENR,NA,PHF13,C2orf68,RPL8,ARHGAP1,EIF1AY
2187,CLN3,RAPGEF1,ZMYND19,NA,MRPL30,NA,RPL12,SLC27A3,NA
2188,ERG28,VPS45,DUSP4,NA,GTF2F2,NA,ACKR3,RGS6,NA
2189,SERPINB6,SON,GSTA4,STK17A,KLHL12,TMEM161B-AS1,AC108673.3,SFXN5,TBX21
2190,PI4KA,SLC39A9,DNLZ,NA,NUFIP1,NA,TGS1,CKS2,NA
2191,APOBEC3D,BRD9,UTP15,NA,SLCO4A1,NA,FANCA,TC2N,NT5C
2192,MOB4,AC019205.1,GUCD1,AQP3,TGFBR2,SUMF1,LYRM1,TTI1,NUTM2A-AS1
2193,MSRB1,PPOX,MOCS3,GRAMD1C,NCKIPSD,TMEM14B,MSTO1,EGR1,MRPL50
2194,LINC02611,MEOX1,MRPL22,DSE,BUB1B,AHCY,MRPS18B,GPATCH11,MRPL30
2195,CDC42BPB,PMF1,DHX15,NA,TEX30,NA,LRRC59,HIST1H1B,NA
2196,SNAP23,TOB2,POLR2C,RPL29,LINC02693,PRKCA,TIMM21,TCTA,SLC28A3
2197,SLC2A4RG,SLC25A16,POLR3K,RORA,CR381653.1,PRKN,EIF4G3,CNOT6,AC103691.1
2198,ENPP4,ARPC2,AL627171.2,JUNB,ZNF433-AS1,ROBO3,TOMM22,RIPK3,CHID1
2199,PSEN2,CDKN1B,ZNF566,RAB11FIP1,HIBADH,CERS6,CHMP6,KCNN4,CD84
2200,EIF4G3,PDCD6IP,HSPA8,NA,DHX33,NA,SAFB,AL133415.1,NA
2201,TRIM26,RELA-DT,SH2B2,GSTK1,SLAIN1,SPCS1,OXSR1,USP20,BAP1
2202,SRGAP2C,TLK1,PURB,GIMAP5,PPM1F,NIPSNAP1,MRFAP1,MEI1,ZADH2
2203,ARHGEF3,DYNLL1,TRIB3,RPL26,SLC35A2,NLRX1,PSMD8,REX1BD,STMN1
2204,DDIT4-AS1,ATXN2L,HNRNPLL,SMARCD3,TRIM61,SNHG30,PRXL2C,RPA1,GEMIN7
2205,LIMK2,ASL,LINC01311,TLE5,ZNF93,EEF2,TBKBP1,PIGV,ZNF76
2206,SPTBN5,ABL2,DLGAP3,NA,CCNC,NA,PICALM,ITGB1,NA
2207,STMN3,SLC26A11,PIGT,NA,GPATCH11,NA,CAND1,NMT1,HMGN3
2208,SCML4,FANCE,EEA1,WDR11,SEC24B-AS1,CLPX,PURB,SDHAF1,KIF11
2209,TBC1D16,AC002310.1,KCTD6,DISC1FP1,AC027097.2,MDP1,TBC1D17,NAXD,SMIM19
2210,TMTC2,MAP4K3-DT,POP7,PARP12,NRG2,GSTZ1,PWWP3A,ENDOG,KIF20B
2211,PRKCSH,TMEM159,SMIM3,FXYD1,AC108879.1,RMND5A,TTC26,TMC8,SNRPD2
2212,TRIM62,UGGT1,TXNDC17,SATB1-AS1,L2HGDH,SLC25A5,MCM3AP-AS1,EDC4,SMS
2213,SEMA4C,TMEM106C,LRRC8D,NA,EEF1B2,NA,DCTD,PTS,NA
2214,STK39,UBXN4,CDK2AP1,NA,COPS4,HRH2,ANKH,PPP3CA,DPAGT1
2215,DDX59,WDYHV1,TRBV25-1,NA,AHSA1,NA,NA,NSG1,NA
2216,KIAA0513,CCR10,SOBP,NA,EHD3,TMEM150A,FARP2,SNRNP40,FAM50A
2217,PTGER4,AK3,GORASP2,IKBKE,LTBR,HS2ST1,WDR36,AL360178.1,ABHD17C
2218,PPP1R11,ARIH2,EIF4G1,NA,EPHX2,MRPS11,RIOK2,LINC01572,CD48
2219,ALKBH7,SCAI,KIF9,NA,C7orf26,NA,PTPMT1,GSTO1,NA
2220,STN1,PPP2CB,SLC20A1,PLSCR1,VAMP1,RPL10A,SPOUT1,ATP6AP1,CEBPD
2221,PIP4K2C,PNPLA6,MLLT1,SQSTM1,GRK3,KLHDC3,NIP7,HS1BP3,JMJD8
2222,PLCG1,MKRN1,APOOL,S100A4,LSM1,PDCD5,AC093010.2,CEP89,MAT2A
2223,HGSNAT,HNRNPK,HACD3,NA,SMC3,TFDP2,PEMT,HCCS,ETFB
2224,PRKACA,KIAA1328,COQ3,EMC1-AS1,AC012360.3,HSD17B8,MAGOHB,GFER,ABHD14A
2225,MCF2L2,MIB1,MRPL30,RPS8,COPS5,PUF60,TNFAIP2,MATN4,ABCD2
2226,MAP3K6,CST7,SMPD2,SLC4A5,PRPF40B,HIST1H4C,ANP32B,AL049780.2,RAB11B-AS1
2227,STRN3,STRADA,CCSER1,RPS4X,IREB2,HYKK,HNRNPA1P48,SSR3,SNX5
2228,LAPTM4B,PPP2R3C,C22orf34,ZHX2,MTOR,KIF22,TTI1,PSMD5,GATC
2229,PIKFYVE,INPP5K,IL1A,FOS,GPR160,TIMM9,SLC16A1-AS1,CHPF,PDCD7
2230,ATP10A,NHLRC2,SQLE,NA,ACTN1,NA,DCLRE1A,CARD11,NA
2231,CDKL5,NDUFB10,U2SURP,EPC1,POMGNT2,DHX32,ATP5MC1,PRMT9,LINC01184
2232,LAMP1,TMEM251,CKAP4,NA,NDUFA10,RPL7A,SDAD1,MTAP,WDR45
2233,FBLN5,CCNI,DUS3L,NA,GOSR1,LDHB,NAA15,NDRG3,ZGRF1
2234,KDM3A,OSBP2,MAP3K14-AS1,PDE4D,SRSF9,RNF220,NR4A3,ORAI1,RNF17
2235,CUBN,ZNF644,AFG3L2,NA,DMAC1,CEBPZOS,GTF2A2,SLC25A22,NME2
2236,RNF115,PHACTR4,MRPL19,NA,FAM229B,ABCB6,IDH3A,HECW2-AS1,ANXA11
2237,EDA,NUP160,SNHG10,RPL13,C15orf39,LIMS2,PRKCI,IFI44,PAK1IP1
2238,SAP130,CTSS,SNHG5,LINC01350,TTC5,OAT,TRAV19,RNF181,TRGV8
2239,MCC,C19orf25,RPL5,NA,BNIP1,NA,NOLC1,ATP5F1D,NA
2240,STARD3NL,ERGIC1,IL7R,NA,ANAPC5,DXO,PER2,MTFR1L,EMG1
2241,CPEB4,STAT2,TUSC2,NA,CTDNEP1,LEF1-AS1,ATP6V0C,DERA,ANP32E
2242,LINC01524,EPB41L5,BRMS1L,ABTB1,C12orf56,ATP8A2,NET1,CAND1,GOLM1
2243,GZMM,IRAK2,WDR89,C4orf3,EDRF1-DT,PTGES2,USP14,AP3M1,SF3B5
2244,C19orf12,OGFOD2,DYNLL2,UVRAG,TAF1C,TRAV12-2,KCNH4,FGFR1,UTP15
2245,TMEM178B,TM2D2,DLL3,NA,ANAPC11,RPS5,RBM3,DDX39A,SUMO1
2246,TP53I3,ACYP1,SLC19A2,NA,DNAAF2,NA,NSUN6,OST4,REST
2247,NCAPG2,PATJ,PKP4,NA,EMC2,AC005225.2,LARP4B,B3GNT8,LINC01814
2248,AF213884.3,GET1,ACACA,NA,ZNF771,NA,SLC25A38,CALM1,NA
2249,IL5RA,UVRAG,AL136038.5,AC009522.1,AFF2,SNTB1,HCG17,FBXL18,PGAP3
2250,ANKFY1,QARS,SRPRB,NA,RMI1,NA,NA,AC008549.2,NA
2251,TOR4A,TMEM222,GALE,NA,FAM89A,NA,SEPTIN11,LINC02798,NA
2252,SOAT1,ATG4B,CHD1,NA,ATPAF2,IL21-AS1,IMP4,LYRM1,CD86
2253,LASP1,ZNF566,LAS1L,NA,PSMG4,NA,LSG1,GNB2,NA
2254,FBXO8,FAM53B,ZNF408,PRKX,LINC02256,TIMM8B,MRPL53,CTDSP2,MYLK-AS1
2255,C5orf15,ATF2,TRMT112,NA,EXOSC7,NA,AC232271.3,TRMT44,NA
2256,SCYL3,CREM,TM2D3,NA,EXOSC8,NA,HSP90AA1,TUBA1A,NA
2257,EPG5,FAAH2,EMC1,RPL27A,RBM45,ZSCAN32,HES4,TFCP2,ST8SIA4
2258,EPHA4,HIRA,SHB,ZC3H12A,SMUG1,IL4R,SLC25A44,AC018926.2,KDM6B
2259,TNFSF13,AL157394.3,CYP27B1,EEF1A1,KATNA1,LIPT2,SRP72,CASP10,MRE11
2260,GTF2A1,TTC33,DYRK4,NA,DNAJC30,AIFM1,DDX10,NDUFS8,TK1
2261,TSPAN17,CCDC138,PSTPIP2,NA,APOO,SEMA4D,ACOT9,REEP5,FCRL3
2262,ARL8B,PUS7L,KDM2B,SSBP2,CLASRP,TIMMDC1,DOHH,COLGALT1,RFC4
2263,OOEP,FAM120AOS,AC034199.1,NA,PSMD6,NA,MRPL20,LAPTM4B,NA
2264,DOCK7,CENPT,SRCAP,AC139720.1,SBF2-AS1,CFAP36,TRIP6,ARMCX6,PRPF40A
2265,ARHGEF5,PHF20L1,MLYCD,GIMAP1,PAXIP1,MRPL57,CLP1,GPR68,ST3GAL4
2266,RAB1A,SLC35F3,HIP1R,PRKCA,CDK20,ZNF544,ZCCHC10,ZNF486,ATP5MF
2267,POGLUT2,FLOT2,MANBAL,TRIM22,MANSC1,IMMP1L,KCNAB2,CHMP6,POFUT1
2268,TRIM3,CEPT1,MSMO1,AL078600.1,MIR17HG,AC090204.1,AL592166.1,MROH8,SCRN2
2269,TOR1A,RARA,TRBV5-4,OPTN,GAS6-AS1,ZSCAN18,TRIT1,AC087239.1,PYROXD1
2270,DUSP22,MED1,MESP1,ARID1B,REPIN1,FBLN5,MTHFD2L,LINC02321,XRCC4
2271,EDEM2,HINFP,PIP5K1C,MLLT3,SPATA2,EVI5,TP53,MICALL1,GGA2
2272,ZDHHC24,KPTN,NAE1,DTX3L,TRDMT1,CD38,AC083805.2,SERTAD2,PWP1
2273,CAPN10,CEP104,GRAMD1A,NA,C1orf53,NA,CLTB,DOCK2,NA
2274,STIM1,ELMOD2,TRGV10,USF2,FUS,ZNRD1,PPHLN1,HIST1H2BH,AL355916.1
2275,TMEM43,DUSP18,AC011247.1,IFITM1,PLK4,DDX1,PIK3R5,LINC01132,FKBP1A
2276,PCSK7,USP21,TMEM161B-AS1,SPATA6,CCDC144NL,ZNF524,SEC61B,C5orf63,NME7
2277,ARHGAP1,VPS29,NOP16,NA,MFSD3,NA,EEF1AKMT4,NMRK1,NA
2278,SLC25A25,RFK,COX5A,NA,ZNHIT6,NA,FLVCR1,ZFHX3,NA
2279,MOB2,PSIP1,RPS6KB1,NA,MRPL3,NA,IQCH-AS1,COPS3,NA
2280,GANAB,HERC6,TRAV19,YPEL2,NR6A1,IFNLR1,PCK2,CNOT6L,PANO1
2281,INSIG2,SCFD1,PRKRA,NA,INTS14,RPS14,TAF9,PARD3B,CHEK1
2282,PDE8A,LARP4B,TRIO,NA,C5orf22,NA,NA,CCSAP,NA
2283,RAB3GAP2,RHOT1,CUX1,PIKFYVE,AL355999.1,NCBP2,AL360012.1,AC011444.3,ARL5A
